FID,OBJECTID,Join_Count,TARGET_FID,SEQNUM,X,Y,CFCA_ID,SiteName,Hydroclass,EcoHydro_T,Wetland_Ty,Urban_Dens,SusceptGW,Stressed,Hydro_alt,Acres,Class,SFxZsuArea,SFxZsuAr_1,SFxZusArea,SFxZusAr_1,Lake_,Name,Row,Column_,Ranking,ZsuP_L1,ZusP_L1,ZsuR_L1,ZusR_L1,ZsuP_L3,ZusP_L3,ZsuR_L3,ZusR_L3,X_SP,Y_SP
588,589,1,589,132469.000000000000000,1515691.686000000000000,10138792.060000001000000,SF-LF,Lake Rosalie nr Lk Wales,2G Floodplain Lakes,2G,other,Low,Low,NO,YES,35.894556000000001,Class 1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,237.000000000000000,LAKE ROSALIE NR LAKE WALES,342.000000000000000,161.000000000000000,L,0.0005732,0.0067323,0.0000222,0.0073847,0.0028681,0.3910570,0.0001863,0.3135530,531401.0000000,1310080.0000000
589,590,0,590,132470.000000000000000,1516941.683999999900000,10138792.060000001000000,SF-LF,Lake Rosalie nr Lk Wales,2G Floodplain Lakes,2G,other,Low,Low,NO,YES,11.479089999999999,Class 1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.0007427,0.0091290,0.0000298,0.0106780,0.0028126,0.4036690,0.0001847,0.3215530,532651.0000000,1310080.0000000
590,591,0,591,132828.000000000000000,1479441.759000000100000,10137542.060000001000000,SW-QA,Big Gum Lake,1F Xeric Lakes,1F,Ridge,Low,Moderate,YES,YES,4.452303000000000,Class 1,0.000092741474703,0.000610366214011,0.030377128470900,0.334255754410000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.0005436,0.0063311,0.0000208,0.0068228,0.0029109,0.0675268,0.0001371,0.0750748,495139.0000000,1308830.0000000
591,592,1,592,132829.000000000000000,1480691.756000000100000,10137542.060000001000000,SW-QA,Big Gum Lake,1F Xeric Lakes,1F,Ridge,Low,Moderate,YES,YES,33.032487000000003,Class 1,0.001675407687740,0.004743134969590,0.667849154835000,2.679391295780000,240.000000000000000,BIG GUM LAKE,343.000000000000000,133.000000000000000,L,0.0011975,0.0164825,0.0000507,0.0202179,0.0030223,0.0738491,0.0001436,0.0811138,496389.0000000,1308830.0000000
592,593,0,593,132830.000000000000000,1481941.754000000000000,10137542.060000001000000,SW-QA,Big Gum Lake,1F Xeric Lakes,1F,Ridge,Low,Moderate,YES,YES,27.628339000000000,Class 1,0.000337894580751,0.004164695851740,0.092834807763000,2.441566827520000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.0003570,0.0039114,0.0000122,0.0033601,0.0031401,0.0816040,0.0001507,0.0883718,497639.0000000,1308830.0000000
593,594,0,594,132831.000000000000000,1483191.750999999900000,10137542.060000001000000,SW-QA,Big Gum Lake,1F Xeric Lakes,1F,Ridge,Low,Moderate,YES,YES,0.893839000000000,Class 1,0.000017608629058,0.000137543944278,0.005692565755450,0.082052093126500,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.0005195,0.0060087,0.0000197,0.0063687,0.0031900,0.0853221,0.0001539,0.0917974,498890.0000000,1308830.0000000
594,595,0,595,132847.000000000000000,1503191.710999999900000,10137542.060000001000000,SF-LF,Lake Rosalie nr Lk Wales,2G Floodplain Lakes,2G,other,Low,Low,NO,YES,0.355485000000000,Class 1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.0010133,0.0133300,0.0000422,0.0162201,0.0034892,0.2366520,0.0001981,0.2114520,518897.0000000,1308830.0000000
595,596,1,596,132848.000000000000000,1504441.709000000000000,10137542.060000001000000,SF-LF,Lake Rosalie nr Lk Wales,2G Floodplain Lakes,2G,other,Low,Low,NO,YES,25.925059999999998,Class 1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,237.000000000000000,LAKE ROSALIE NR LAKE WALES,343.000000000000000,152.000000000000000,L,0.0005732,0.0067323,0.0000222,0.0073847,0.0034429,0.2510580,0.0001981,0.2214990,520147.0000000,1308830.0000000
596,597,1,597,132849.000000000000000,1505691.706000000000000,10137542.060000001000000,SF-LF,Lake Rosalie nr Lk Wales,2G Floodplain Lakes,2G,other,Low,Low,NO,YES,35.894556000000001,Class 1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,237.000000000000000,LAKE ROSALIE NR LAKE WALES,343.000000000000000,153.000000000000000,L,0.0005732,0.0067323,0.0000222,0.0073847,0.0033164,0.2855370,0.0001969,0.2449820,521397.0000000,1308830.0000000
597,598,1,598,132850.000000000000000,1506941.703999999900000,10137542.060000001000000,SF-LF,Lake Rosalie nr Lk Wales,2G Floodplain Lakes,2G,other,Low,Low,NO,YES,35.894547000000003,Class 1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,237.000000000000000,LAKE ROSALIE NR LAKE WALES,343.000000000000000,154.000000000000000,L,0.0005732,0.0067323,0.0000222,0.0073847,0.0032520,0.3016640,0.0001959,0.2557350,522648.0000000,1308830.0000000
598,599,1,599,132851.000000000000000,1508191.700999999900000,10137542.060000001000000,SF-LF,Lake Rosalie nr Lk Wales,2G Floodplain Lakes,2G,other,Low,Low,NO,YES,35.894556000000001,Class 1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,237.000000000000000,LAKE ROSALIE NR LAKE WALES,343.000000000000000,155.000000000000000,L,0.0005732,0.0067323,0.0000222,0.0073847,0.0032355,0.3057060,0.0001956,0.2584100,523898.0000000,1308830.0000000
599,600,1,600,132852.000000000000000,1509441.699000000000000,10137542.060000001000000,SF-LF,Lake Rosalie nr Lk Wales,2G Floodplain Lakes,2G,other,Low,Low,NO,YES,35.894547000000003,Class 1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,237.000000000000000,LAKE ROSALIE NR LAKE WALES,343.000000000000000,156.000000000000000,L,0.0005732,0.0067323,0.0000222,0.0073847,0.0031745,0.3203870,0.0001943,0.2680660,525149.0000000,1308830.0000000
600,601,1,601,132853.000000000000000,1510691.696000000000000,10137542.060000001000000,SF-LF,Lake Rosalie nr Lk Wales,2G Floodplain Lakes,2G,other,Low,Low,NO,YES,35.894547000000003,Class 1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,237.000000000000000,LAKE ROSALIE NR LAKE WALES,343.000000000000000,157.000000000000000,L,0.0005732,0.0067323,0.0000222,0.0073847,0.0031117,0.3351870,0.0001929,0.2777160,526399.0000000,1308830.0000000
601,602,1,602,132854.000000000000000,1511941.693999999900000,10137542.060000001000000,SF-LF,Lake Rosalie nr Lk Wales,2G Floodplain Lakes,2G,other,Low,Low,NO,YES,35.894556000000001,Class 1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,237.000000000000000,LAKE ROSALIE NR LAKE WALES,343.000000000000000,158.000000000000000,L,0.0005732,0.0067323,0.0000222,0.0073847,0.0030475,0.3500630,0.0001913,0.2873380,527650.0000000,1308830.0000000
602,603,1,603,132855.000000000000000,1513191.691000000100000,10137542.060000001000000,SF-LF,Lake Rosalie nr Lk Wales,2G Floodplain Lakes,2G,other,Low,Low,NO,YES,35.894547000000003,Class 1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,237.000000000000000,LAKE ROSALIE NR LAKE WALES,343.000000000000000,159.000000000000000,L,0.0005732,0.0067323,0.0000222,0.0073847,0.0029826,0.3649860,0.0001896,0.2969260,528900.0000000,1308830.0000000
603,604,1,604,132856.000000000000000,1514441.689000000000000,10137542.060000001000000,SF-LF,Lake Rosalie nr Lk Wales,2G Floodplain Lakes,2G,other,Low,Low,NO,YES,35.894556000000001,Class 1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,237.000000000000000,LAKE ROSALIE NR LAKE WALES,343.000000000000000,160.000000000000000,L,0.0005732,0.0067323,0.0000222,0.0073847,0.0029170,0.3799450,0.0001878,0.3064830,530150.0000000,1308830.0000000
604,605,1,605,132857.000000000000000,1515691.686000000000000,10137542.060000001000000,SF-LF,Lake Rosalie nr Lk Wales,2G Floodplain Lakes,2G,other,Low,Low,NO,YES,35.894547000000003,Class 1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,237.000000000000000,LAKE ROSALIE NR LAKE WALES,343.000000000000000,161.000000000000000,L,0.0005732,0.0067323,0.0000222,0.0073847,0.0028512,0.3949000,0.0001858,0.3159930,531401.0000000,1308830.0000000
605,606,0,606,132858.000000000000000,1516941.683999999900000,10137542.060000001000000,SF-LF,Lake Rosalie nr Lk Wales,2G Floodplain Lakes,2G,other,Low,Low,NO,YES,5.311547000000000,Class 1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.0001012,0.0008823,0.0000010,0.0000000,0.0028128,0.4036150,0.0001847,0.3215190,532651.0000000,1308830.0000000
606,607,0,607,133216.000000000000000,1479441.759000000100000,10136292.060000001000000,SW-QA,Big Gum Lake,1F Xeric Lakes,1F,Ridge,Low,Moderate,YES,YES,4.706270000000000,Class 1,0.000108338336807,0.000639017371335,0.036419892899500,0.347866493952000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.0005917,0.0069861,0.0000230,0.0077386,0.0028880,0.0663269,0.0001358,0.0739155,495139.0000000,1307580.0000000
607,608,1,608,133217.000000000000000,1480691.756000000100000,10136292.060000001000000,SW-QA,Big Gum Lake,1F Xeric Lakes,1F,Ridge,Low,Moderate,YES,YES,26.641684000000001,Class 1,0.001351266169820,0.003686143475320,0.538640222360000,2.030640621960000,240.000000000000000,BIG GUM LAKE,344.000000000000000,133.000000000000000,L,0.0011975,0.0164825,0.0000507,0.0202179,0.0029330,0.0687169,0.0001384,0.0762204,496389.0000000,1307580.0000000
608,609,1,609,133218.000000000000000,1481941.754000000000000,10136292.060000001000000,SW-QA,Big Gum Lake,1F Xeric Lakes,1F,Ridge,Low,Moderate,YES,YES,35.893765000000002,Class 1,0.001820531703320,0.005262384633710,0.725698329015000,3.018526058470000,240.000000000000000,BIG GUM LAKE,344.000000000000000,134.000000000000000,L,0.0011975,0.0164825,0.0000507,0.0202179,0.0030728,0.0770151,0.0001466,0.0840961,497639.0000000,1307580.0000000
609,610,0,610,133219.000000000000000,1483191.750999999900000,10136292.060000001000000,SW-QA,Big Gum Lake,1F Xeric Lakes,1F,Ridge,Low,Moderate,YES,YES,23.371784999999999,Class 1,0.000522826849297,0.003567469286550,0.174413820509000,2.113245287520000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.0005772,0.0067881,0.0000224,0.0074626,0.0031703,0.0838212,0.0001526,0.0904187,498890.0000000,1307580.0000000
610,611,0,611,133234.000000000000000,1501941.713999999900000,10136292.060000001000000,SF-LF,Lake Rosalie nr Lk Wales,2G Floodplain Lakes,2G,other,Low,Low,NO,YES,1.901776000000000,Class 1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.0000979,0.0008457,0.0000008,0.0000000,0.0035390,0.2188970,0.0001976,0.1988430,517646.0000000,1307580.0000000
611,612,1,612,133235.000000000000000,1503191.710999999900000,10136292.060000001000000,SF-LF,Lake Rosalie nr Lk Wales,2G Floodplain Lakes,2G,other,Low,Low,NO,YES,19.365290000000002,Class 1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,237.000000000000000,LAKE ROSALIE NR LAKE WALES,344.000000000000000,151.000000000000000,L,0.0005732,0.0067323,0.0000222,0.0073847,0.0034925,0.2355660,0.0001981,0.2106880,518897.0000000,1307580.0000000
612,613,1,613,133236.000000000000000,1504441.709000000000000,10136292.060000001000000,SF-LF,Lake Rosalie nr Lk Wales,2G Floodplain Lakes,2G,other,Low,Low,NO,YES,35.419826999999998,Class 1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,237.000000000000000,LAKE ROSALIE NR LAKE WALES,344.000000000000000,152.000000000000000,L,0.0005732,0.0067323,0.0000222,0.0073847,0.0034662,0.2439780,0.0001982,0.2165810,520147.0000000,1307580.0000000
613,614,1,614,133237.000000000000000,1505691.706000000000000,10136292.060000001000000,SF-LF,Lake Rosalie nr Lk Wales,2G Floodplain Lakes,2G,other,Low,Low,NO,YES,35.894565999999998,Class 1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,237.000000000000000,LAKE ROSALIE NR LAKE WALES,344.000000000000000,153.000000000000000,L,0.0005732,0.0067323,0.0000222,0.0073847,0.0033321,0.2814910,0.0001971,0.2422630,521397.0000000,1307580.0000000
614,615,1,615,133238.000000000000000,1506941.703999999900000,10136292.060000001000000,SF-LF,Lake Rosalie nr Lk Wales,2G Floodplain Lakes,2G,other,Low,Low,NO,YES,35.894556000000001,Class 1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,237.000000000000000,LAKE ROSALIE NR LAKE WALES,344.000000000000000,154.000000000000000,L,0.0005732,0.0067323,0.0000222,0.0073847,0.0032677,0.2977950,0.0001961,0.2531670,522648.0000000,1307580.0000000
615,616,1,616,133239.000000000000000,1508191.700999999900000,10136292.060000001000000,SF-LF,Lake Rosalie nr Lk Wales,2G Floodplain Lakes,2G,other,Low,Low,NO,YES,35.894565999999998,Class 1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,237.000000000000000,LAKE ROSALIE NR LAKE WALES,344.000000000000000,155.000000000000000,L,0.0005732,0.0067323,0.0000222,0.0073847,0.0032492,0.3023620,0.0001958,0.2561970,523898.0000000,1307580.0000000
616,617,1,617,133240.000000000000000,1509441.699000000000000,10136292.060000001000000,SF-LF,Lake Rosalie nr Lk Wales,2G Floodplain Lakes,2G,other,Low,Low,NO,YES,35.894556000000001,Class 1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,237.000000000000000,LAKE ROSALIE NR LAKE WALES,344.000000000000000,156.000000000000000,L,0.0005732,0.0067323,0.0000222,0.0073847,0.0031873,0.3173190,0.0001946,0.2660560,525149.0000000,1307580.0000000
617,618,1,618,133241.000000000000000,1510691.696000000000000,10136292.060000001000000,SF-LF,Lake Rosalie nr Lk Wales,2G Floodplain Lakes,2G,other,Low,Low,NO,YES,35.894556000000001,Class 1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,237.000000000000000,LAKE ROSALIE NR LAKE WALES,344.000000000000000,157.000000000000000,L,0.0005732,0.0067323,0.0000222,0.0073847,0.0031233,0.3324530,0.0001932,0.2759390,526399.0000000,1307580.0000000
618,619,1,619,133242.000000000000000,1511941.693999999900000,10136292.060000001000000,SF-LF,Lake Rosalie nr Lk Wales,2G Floodplain Lakes,2G,other,Low,Low,NO,YES,35.894565999999998,Class 1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,237.000000000000000,LAKE ROSALIE NR LAKE WALES,344.000000000000000,158.000000000000000,L,0.0005732,0.0067323,0.0000222,0.0073847,0.0030579,0.3476770,0.0001916,0.2857990,527650.0000000,1307580.0000000
619,620,1,620,133243.000000000000000,1513191.691000000100000,10136292.060000001000000,SF-LF,Lake Rosalie nr Lk Wales,2G Floodplain Lakes,2G,other,Low,Low,NO,YES,35.894556000000001,Class 1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,237.000000000000000,LAKE ROSALIE NR LAKE WALES,344.000000000000000,159.000000000000000,L,0.0005732,0.0067323,0.0000222,0.0073847,0.0029911,0.3630300,0.0001899,0.2956730,528900.0000000,1307580.0000000
620,621,1,621,133244.000000000000000,1514441.689000000000000,10136292.060000001000000,SF-LF,Lake Rosalie nr Lk Wales,2G Floodplain Lakes,2G,other,Low,Low,NO,YES,35.894565999999998,Class 1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,237.000000000000000,LAKE ROSALIE NR LAKE WALES,344.000000000000000,160.000000000000000,L,0.0005732,0.0067323,0.0000222,0.0073847,0.0029233,0.3785080,0.0001880,0.3055670,530150.0000000,1307580.0000000
621,622,1,622,133245.000000000000000,1515691.686000000000000,10136292.060000001000000,SF-LF,Lake Rosalie nr Lk Wales,2G Floodplain Lakes,2G,other,Low,Low,NO,YES,30.407957000000000,Class 1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,237.000000000000000,LAKE ROSALIE NR LAKE WALES,344.000000000000000,161.000000000000000,L,0.0005732,0.0067323,0.0000222,0.0073847,0.0028550,0.3940240,0.0001860,0.3154370,531401.0000000,1307580.0000000
622,623,0,623,133246.000000000000000,1516941.683999999900000,10136292.060000001000000,SF-LF,Lake Rosalie nr Lk Wales,2G Floodplain Lakes,2G,other,Low,Low,NO,YES,0.948703000000000,Class 1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.0001010,0.0008802,0.0000010,0.0000000,0.0027861,0.4096870,0.0001838,0.3253630,532651.0000000,1307580.0000000
623,624,1,624,133605.000000000000000,1480691.756000000100000,10135042.070000000000000,SW-QA,Big Gum Lake,1F Xeric Lakes,1F,Ridge,Low,Moderate,YES,YES,4.861233000000000,Class 1,0.000246561729975,0.000679357320673,0.098284163420900,0.376701699179000,240.000000000000000,BIG GUM LAKE,345.000000000000000,133.000000000000000,L,0.0011975,0.0164825,0.0000507,0.0202179,0.0029570,0.0700419,0.0001398,0.0774910,496389.0000000,1306330.0000000
624,625,1,625,133606.000000000000000,1481941.754000000000000,10135042.070000000000000,SW-QA,Big Gum Lake,1F Xeric Lakes,1F,Ridge,Low,Moderate,YES,YES,35.268818000000003,Class 1,0.001788834392480,0.005124206682710,0.713063182114000,2.919363945250000,240.000000000000000,BIG GUM LAKE,345.000000000000000,134.000000000000000,L,0.0011975,0.0164825,0.0000507,0.0202179,0.0030508,0.0756087,0.0001453,0.0827746,497639.0000000,1306330.0000000
625,626,1,626,133607.000000000000000,1483191.750999999900000,10135042.070000000000000,SW-QA,Big Gum Lake,1F Xeric Lakes,1F,Ridge,Low,Moderate,YES,YES,35.187153000000002,Class 1,0.001784692343810,0.005323112280220,0.711412083266000,3.129759385460000,240.000000000000000,BIG GUM LAKE,345.000000000000000,135.000000000000000,L,0.0011975,0.0164825,0.0000507,0.0202179,0.0031487,0.0822247,0.0001513,0.0889461,498890.0000000,1306330.0000000
626,627,0,627,133608.000000000000000,1484441.749000000100000,10135042.070000000000000,SW-QA,Big Gum Lake,1F Xeric Lakes,1F,Ridge,Low,Moderate,YES,YES,2.734495000000000,Class 1,0.000080694947113,0.000429315721066,0.028804020817200,0.260796556200000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.0007354,0.0090223,0.0000295,0.0105336,0.0032383,0.0892421,0.0001570,0.0953728,500140.0000000,1306330.0000000
627,628,0,628,133622.000000000000000,1501941.713999999900000,10135042.070000000000000,SF-LF,Lake Rosalie nr Lk Wales,2G Floodplain Lakes,2G,other,Low,Low,NO,YES,14.536160000000001,Class 1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.0000966,0.0008307,0.0000008,0.0000000,0.0035484,0.2150710,0.0001974,0.1960910,517646.0000000,1306330.0000000
628,629,1,629,133623.000000000000000,1503191.710999999900000,10135042.070000000000000,SF-LF,Lake Rosalie nr Lk Wales,2G Floodplain Lakes,2G,other,Low,Low,NO,YES,35.894547000000003,Class 1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,237.000000000000000,LAKE ROSALIE NR LAKE WALES,345.000000000000000,151.000000000000000,L,0.0005732,0.0067323,0.0000222,0.0073847,0.0035161,0.2274540,0.0001979,0.2049530,518897.0000000,1306330.0000000
629,630,1,630,133624.000000000000000,1504441.709000000000000,10135042.070000000000000,SF-LF,Lake Rosalie nr Lk Wales,2G Floodplain Lakes,2G,other,Low,Low,NO,YES,35.894547000000003,Class 1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,237.000000000000000,LAKE ROSALIE NR LAKE WALES,345.000000000000000,152.000000000000000,L,0.0005732,0.0067323,0.0000222,0.0073847,0.0034781,0.2402630,0.0001981,0.2139850,520147.0000000,1306330.0000000
630,631,1,631,133625.000000000000000,1505691.706000000000000,10135042.070000000000000,SF-LF,Lake Rosalie nr Lk Wales,2G Floodplain Lakes,2G,other,Low,Low,NO,YES,35.894556000000001,Class 1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,237.000000000000000,LAKE ROSALIE NR LAKE WALES,345.000000000000000,153.000000000000000,L,0.0005732,0.0067323,0.0000222,0.0073847,0.0033592,0.2744010,0.0001975,0.2374760,521397.0000000,1306330.0000000
